ID,台語羅馬字,台語羅馬字2,台語漢字,華語對譯,英文,pos_h
43615,phu5-tong7,,浮動,;浮動;,,VA
43616,phu7,,phu7,;吹;沸騰;噴;,,VC;VH
43617,phu7,,浡,;浡;,,b
43618,phu7-chheng3,,泡蒸,;跩;輕佻;輕浮;,,VH
43619,phu7--chhut-lai5,,phu7出來,;沸而溢出來;,,
43620,phu7-hoeh,phu7-huih,phu7血,;噴血;,,
43621,phu7--khi2-lai5,,phu7起來,;浮出來;,,
43622,phu7-phu7-kun2,,phu7-phu7滾,;沸騰;,,VH
43623,phu7-phu7-poe,phu7-phu7-pe,浡浡飛,;滿天飛舞;,,
43624,phu7-phu7-poe,phu7-phu7-pe,撲撲飛,;飛揚;,,VA
43625,phuh,,phuh,;噴;,,VC
43626,phuh,,哱,;哱;,,
43627,phuh8,,浡,;浡;,,b
43628,phuh8-phuh8-chhoan2,,哱哱喘,;氣吁吁;喘吁吁;,,
43629,phuh-phuh-chhoan2,,哼哼喘,;喘吁吁;,,
43630,phuh-phuh-chhoan2,,哱哱喘,;氣吁吁;喘吁吁;,,
43631,phuh-soa-ioh8,,哱痧藥,;哱;,,
43632,phui3,,m7,;呸;,,I
43633,phui3,,phui3,;唾;,,b
43634,phui3,,吐,;吐;,,VC
43635,phui3,,屁,;屁;,,Na
43636,phui3-bin7,,屁面,;皮臉;死皮賴臉;面;輸不起;翻臉;,,VR;Nf;Ng;VH
43637,phui3-bin7,,呸面,;不認帳;死皮賴臉;厚臉皮;賴皮相;,,VH
43638,phui3-bin7-oe7,,屁面話,;屁話;,,
43639,phui3-chhau3-noa7,,呸臭瀾,;唾罵;,,VC
43640,phui3-chhui3-noa7,,phui3嘴瀾,;吐口水;吐痰;,,
43641,phui3-chhui3-noa7,,呸嘴瀾,;吐痰;唾棄;,,VC
43642,phui3-hoeh,phui3-huih,phui3血,;吐血;,,
43643,phui3-hoeh,phui3-huih,呸血,;嘔血;吐血;,,VA
43644,phui3-noa7,,phui3瀾,;吐痰;,,
43645,phui3-noa7,,呸瀾,;吐痰;呸;,,I
43646,phui3-peh8-noa7,,呸白瀾,;口吐白沫;,,
43647,phui3-sak,,呸sak,;吐棄;唾棄;,,VC
43648,phui3-tham5,,呸痰,;吐痰;呸;,,I
43649,phui3-that-a2,,屁塞仔,;小不點;小鬼頭;毛崽子;兔崽子;猴崽子;,,Na
43650,phu-lou2-pheh-lah,,phu-lou2-pheh-lah,;推進器;螺旋槳;,,Na
43651,phun,,phun,;淘米水;潘;,,Nb
43652,phun,,潘,;溲水;餿水;,,Na
43653,phun2,,phu2n,;玩;,,VC
43654,phun2,,phun2,;抖掉;,,VR
43655,phun2,,畚,;畚;,,b
43656,phun2-chau2,,翸走,;掙脫逃逸;,,
43657,phun2-chhau2,,翸草,;砍草;,,
43658,phun2-phian2,,畚翼,;展翅;,,VA
43659,phun3,,噴,;嗔子;噴;濆;,,VC
43660,phun3-bu7-khi3,,噴霧器,;噴霧器;,,Na
43661,phun3-che,,噴劑,;噴劑;,,
43662,phun3-chhat,,噴漆,;噴漆;,,VA
43663,phun3-chhui3,,噴嘴,;噴嘴;,,Na
43664,phun3-chhut,,噴出,;噴出;,,VR
43665,phun3-chhut-lai5,,噴出來,;濺出來;,,
43666,phun3-choaN5,,噴泉,;噴泉;,,Na
43667,phun3-choaN7,,噴濺,;飛濺;,,VA
43668,phun3-chui2,,噴水,;噴水;,,
43669,phun3-chui2-ou5,,噴水壺,;噴壺;,,Na
43670,phun3-chui2-ti5,,噴水池,;噴水池;,,Na
43671,phun3-hoe2-khi3,phun3-he2-khi3,噴火器,;噴火器;,,Na
43672,phun3-hoe2-soaN,phun3-he2-soaN,噴火山,;噴火山;,,Na
43673,phun3-hou7,,噴雨,;下小雨;,,
43674,phun3-hou7-a2,,噴雨仔,;噴;,,VC
43675,phun3-hou7-chhiu,,噴雨鬚,;鬚;,,b
43676,phun3-hou7-tiam2,,噴雨點,;下小雨;,,
43677,phun3-khi3,,噴氣,;噴氣;,,VA
43678,phun3-phun3,,噴噴,;稀稀疏疏;,,
43679,phun3-phun3-a2,,噴噴仔,;稀稀疏疏;,,
43680,phun3-seh,,噴雪,;白丁花;,,
43681,phun3-sia7,,噴射,;噴射;,,VC
43682,phun3-sia7-ki,,噴射機,;噴射機;,,Na
43683,phun3-tam5,,噴tam5,;噴濕;濺濕;,,VR
43684,phun3-tiam2,,噴點,;果料兒;長斑點;斑點;噴;,,Na;VC
43685,phun3--tioh8,,噴著,;被濺到;,,
43686,phun5,,盆,;盆;,,Na;Nf
43687,phun5-a2,,盆仔,;盆子;,,Na
43688,phun5-bong7,phun5-bou7,墳墓,;墳墓;,,Na
43689,phun5-chai,,盆栽,;盆栽;,,Na
43690,phun5-keng2,,盆景,;盆景;,,Na
43691,phun5-kha-kut,,盆腳骨,;恥骨;,,Na
43692,phun5-te7,phun5-toe7,盆地,;盆地;,,Na
43693,phun-am2,,潘am2,;掏米水;,,
43694,phun-beng7,,奔命,;奔命;,,VA
43695,phun-chau2,,奔走,;奔走;,,VA
43696,phun-chui2,,phun水,;潲水;,,
43697,phun-chui2,,潘水,;泔水;潘;餿水;,,Na;Nb
43698,phun-hiong3,,奔向,;奔向;,,VC
43699,phun-hong3,,奔放,;奔放;,,VH
43700,phun-liu5,,奔流,;奔流;,,VA
43701,phun-lo5,,潘醪,;泔腳;,,
43702,phun-pho,,奔波,;奔波;,,VA
43703,phun-song,,奔喪,;奔喪;,,VA
43704,phut,,刜,;刜;砍;,,VC
43705,phut-chhau2,,刜草,;砍草;,,
43706,phut-chhiu7-oe,,phut樹oe,;砍樹枝;,,
43707,phut--loh8-lai5,,phut落來,;砍下來;,,VR
43708,phut-phut,,phut-phut,;怫;,,
43709,phut-phut-thiau3,,phut-phut跳,;雀躍;跳躍;,,VA;VH
43710,phut-phut-thiau3,,咈咈跳,;暴跳如雷;,,VH
43711,phut-phut-tio5,,phut-phut-tio5,;雀躍;跳躍;,,VA;VH
43712,phut-phut-tio5,,撲撲趒,;雀躍;,,VH
43713,phut-si2,,phut死,;砍死;,,VR
43714,phut-siong,,phut傷,;砍傷;,,VR
43715,phut-tng7,,phut斷,;砍斷;,,VR
43716,pi,,卑,;卑;,,b
43717,pi,,陂,;水庫;池塘;,,Nc;Na
43718,pi,,啡,;啡;,,b
43719,pi,,埤,;水庫;池塘;埤;,,Nc;Na;b
43720,pi,,碑,;碑;,,Na
43721,pi,,蓖,;蓖;,,
43722,pi,,蜱,;扁蝨;蜱;,,
43723,pi2,,比,;比手勢;比較;比賽;,,VA;Na;VC;Df
43724,pi2,,妣,;妣;,,b
43725,pi2-bak8-hi5,pi2-bak8-hu5,比目魚,;比目魚;扁魚;,,Na
43726,pi2-bi2,,比美,;比美;,,VJ
43727,pi2-bu2,,比武,;比武;,,VA
43728,pi2-chai7,,比在,;比如;,,P5
43729,pi2-chhiu2,,比手,;比手;,,
43730,pi2-chhiu2-ui7-to,,比手畫刀,;比畫;,,VA
43731,pi2-chhu2,,彼此,;彼此;,,Nh
43732,pi2-chiap,,比接,;交涉;計議;接洽;接頭;會商;,,VA;VC;VE
43733,pi2-chiap,,彼接,;計議;接洽;接頭;會商;,,VA;VC;VE
43734,pi2-chiau2,,比鳥,;賽鴿;,,
43735,pi2-chiau3,,比照,;比照;,,P4;VJ
43736,pi2-chng3,,pi2-chng3,;攮子;,,
43737,pi2-gan7,,彼岸,;彼岸;,,Nc
43738,pi2-hek8,,比劃,;比劃;,,VA
43739,pi2-ji5,pi2-ju5,比如,;比如;,,P5
43740,pi2-ju7,,比喻,;比方;比喻;,,Na;VE
43741,pi2-ju7-kong2,,比喻講,;比喻說;比方說;,,P5
43742,pi2-kau3,,比較,;比較;相較;,,Na;VC;Df
43743,pi2-ke3,,比價,;比價;,,VA
43744,pi2-kha-pi2-chhiu2,,比腳比手,;指手畫腳;,,VA
43745,pi2-khi2,,比起,;比起;,,P4
43746,pi2-khi2-lai5,,比起來,;比起來;,,VR
43747,pi2-khoaN3-bai7,,比看覓,;比比看;,,
43748,pi2-kian,,比肩,;比肩;,,VI;Dh
43749,pi2-ki-ni5,,比基尼,;比基尼;,,Na
43750,pi2-kun5,,比拳,;比拳;,,
43751,pi2-lat8,,比力,;角力;,,VA;Na
43752,Pi2-li7-si5,,比利時,;比利時;,,Nc
43753,pi2-liah8,,比liah8,;比量;,,
43754,pi2-liah8,,比掠,;比量;,,
43755,pi2-lun7,,比論,;比方;例如;譬喻;,,Na;P5;VE
43756,pi2-lun7-kong2,,比論講,;比如說;,,
43757,pi2-lut8,,比率,;比率;,,Na
43758,Pi2-ni2,,比爾,;比爾;,,Nb
43759,pi2-pan7,,比扮,;比照;,,P4;VJ
43760,pi2-pan7,,比範,;比照;,,P4;VJ
43761,pi2-peng3,,比拼,;比試;,,VC
43762,pi2-peng7,,比並,;比擬;打比;倫比;評比;,,VE
43763,pi2-pheng5,,比評,;比評;,,
43764,pi2-pheng7,,比並,;比試;比較;比擬;比賽;較量;輪比;,,VA;Na;VC;VB;VE;Df
43765,pi2-pi2-kai-si7,,比比皆是,;比比皆是;,,VH
43766,pi2-piaN3,,比拚,;較量;,,VB
43767,pi2-put-teng2,,比不等,;無從比起;,,
43768,pi2-sai3,,比賽,;比賽;,,VA;Na
43769,pi2-siu2,,匕首,;匕首;,,Na
43770,pi2-sou3,,比數,;比數;,,Na
43771,pi2-tang7,,比重,;比重;,,Na
43772,Pi2-tek,,彼得,;彼得;,,Nb
43773,pi2-tui3,,比對,;比對;,,VC
43774,pi2-ui2,,鄙猥,;猥瑣;,,VH
43775,pi3,,庇,;庇;,,b
43776,pi3,,閉,;閉;,,VC
43777,pi3,,痺,;麻木;,,VH
43778,pi3,,痹,;麻木;痹;,,b;VH
43779,pi3,,臂,;臂;,,b
43780,pi3-bit8,,祕密,;祕密;,,Na
43781,pi3-bit8,,秘密,;秘密;,,Na
43782,pi3-bou7,,閉幕,;閉幕;,,VH
43783,pi3-bou7-sek,,閉幕式,;閉幕式;,,Na
43784,pi3-hng,,秘方,;秘方;,,Na
43785,pi3-hoe7,,閉會,;閉會;,,VH
43786,pi3-hou7,,庇護,;庇護;,,VC
43787,pi3-im3,,庇蔭,;庇佑;,,VC
43788,pi3-iu7,,庇佑,;庇佑;保佑;,,VC;VJ
43789,pi3-jio7,,泌尿,;泌尿;,,A
43790,pi3-jio7-kho,,泌尿科,;泌尿科;,,Nc
43791,pi3-khau2,,閉口,;閉口;,,VA
43792,pi3-kiat,,秘結,;便秘;,,VH
43793,pi3-koat,,祕訣,;祕訣;,,Na
43794,pi3-koat,,秘訣,;秘訣;訣竅;竅門;,,Na
43795,Pi3-lou2,,秘魯,;秘魯;,,Nc
43796,pi3-mng5,,閉門,;閉門;,,VA
43797,pi3-mng5-cho7-ki,pi3-mng5-cho7-ku,閉門造車,;閉門造車;,,VA
43798,pi3-mng5-keN,,閉門羹,;閉門羹;,,Na
43799,pi3-niau7,,泌尿,;泌尿;,,A
43800,pi3-niau7-kho,,泌尿科,;泌尿科;,,Nc
43801,pi3-su,,祕書,;祕書;,,Na
43802,pi3-su,,秘書,;秘書;,,Na
43803,pi3-su3,,祕思,;怕羞;害羞;害臊;靦腆;,,VH
43804,pi3-su3,,閉肆,;內向;,,VH
43805,pi3-su-chhu3,,秘書處,;秘書處;,,Nc
43806,pi3-su-tiuN2,,祕書長,;祕書長;,,Na
43807,pi3-su-tiuN2,,秘書長,;秘書長;,,Na
43808,pi3-thoan5,,秘傳,;秘傳;,,
43809,pi3-tiau,,祕雕,;神祕人物;,,
43810,pi5,,枇,;枇;,,b
43811,pi5,,牌,;籌碼;,,Na
43812,pi5,,脾,;脾;脾臟;,,Na
43813,pi5-chong7,,脾臟,;脾臟;,,Na
43814,pi5-ji2,,牌子,;籌碼;,,Na
43815,pi5-kam,,脾疳,;腹膜結核;,,
43816,pi5-khi3,,脾氣,;脾氣;,,Na
43817,pi5-pe5,gi5-pe5,枇杷,;枇杷;,,Na
43818,pi5-pe5,gi5-pe5,琵琶,;琵琶;,,Na
43819,pi5-pe5-chhiu7,,枇杷樹,;欖仁樹;,,
43820,pi5-pe5-hi5,pi5-pe5-hu5,琵琶魚,;安康;琵琶魚;,,Na;VH
43821,pi5-thiaN3,,脾痛,;胃痙攣;,,
43822,pi5-thou2,,脾土,;胃口;脾胃;,,Na
43823,pi5-thou2-khui,,脾土開,;食慾大開;,,
43824,pi5--tiau5,,枇tiau5,;枇;,,b
43825,pi5-tiau5-tiau5,,枇tiau5-tiau5,;枇;,,b
43826,pi5-ui7,,脾胃,;胃口;脾胃;,,Na
43827,pi7,,婢,;婢;,,b
43828,pi7,,被,;被;,,P0
43829,pi7-an3,,備案,;備案;,,VB
43830,pi7-bian2,,避免,;避免;,,VE
43831,pi7-bian7,,避面,;避面;,,
43832,pi7-bong5-liok8,,備忘錄,;備忘錄;,,Na
43833,pi7-cha,,備查,;備查;,,VH
43834,pi7-chha5,,備查,;備查;,,VH
43835,pi7-chhi3,,被刺,;被刺;,,
43836,pi7-chhiaN2,,被請,;被請;,,
43837,pi7-chhu2,,備取,;備取;,,VH
43838,pi7-chian3,,備戰,;備戰;,,VA
43839,pi7-hai7,,被害,;被害;,,
43840,pi7-hai7-jin5,,被害人,;被害人;,,Na
43841,pi7-hoan2,,避反,;避難;,,VA
43842,pi7-hong,,避風,;避風;,,VA
43843,pi7-hong-kang2,,避風港,;避風港;,,Na
43844,pi7-hong-thau5,,避風頭,;避風頭;,,VA
43845,pi7-hu5,,被俘,;被俘;,,VH
43846,pi7-in7,,避孕,;避孕;,,VA
43847,pi7-in7-ioh8,,避孕藥,;避孕藥;,,Na
43848,pi7-iong7,,備用,;備用;,,VH
43849,pi7-iu2,,備有,;備有;,,VJ
43850,pi7-ji5-put-iong7,,備而不用,;備而不用;,,VH
43851,pi7-khim5,,被擒,;被擒;,,
43852,pi7-kiap,,被劫,;被劫;,,
43853,pi7-ko3,,被告,;被告;,,Na
43854,pi7-lan7,,避難,;逃難;避難;,,VA
43855,pi7-lui5-chiam,,避雷針,;避雷針;,,Na
43856,pi7-pan7,,備辦,;張羅;準備;置備;操持;,,VF;VC
43857,pi7-pek,,被迫,;被迫;,,VL
43858,pi7-phoaN3,,被判,;被判;,,
43859,pi7-sat,,被殺,;被殺;,,
43860,pi7-sia5,,避邪,;避邪;,,VH
43861,pi7-siong,,被傷,;被傷;,,
43862,pi7-siu7,,備受,;備受;,,P0
43863,pi7-tang7-chiu7-khin,,避重就輕,;避重就輕;,,VA
43864,pi7-thai,,備胎,;備胎;,,Na
43865,pi7-thau,,被偷,;被偷;,,
43866,pi7-tong7,,被動,;被動;,,VH
43867,pi7-un7,,避孕,;避孕;,,VA
43868,pi7-un7-ioh8,,避孕藥,;避孕藥;,,Na
43869,pi-a2,,啡子,;哨子;,,Na
43870,pi-a2,,啡仔,;哨子;,,Na
43871,pi-a2,,觱仔,;哨子;短笛;,,Na
43872,piah,,壁,;壁;牆;牆壁;,,Na;b
43873,piah,,蟞,;蠵龜;,,
43874,piah-cheng,,壁鐘,;掛鐘;,,Na
43875,piah-hi5,piah-hu5,壁魚,;蠹魚;,,Na
43876,piah-hou2,,壁虎,;壁虎;,,Na
43877,piah-kak,,壁角,;牆角;,,Nc
43878,piah-kha,,壁腳,;牆腳;,,Nc
43879,piah-kha-piN,,壁腳邊,;牆角;,,Nc
43880,piah-lou5,,壁爐,;壁爐;,,Na
43881,piah-lui2,,壁壘,;壁壘;,,Na
43882,piah-lui2-hun-beng5,,壁壘分明,;壁壘分明;,,VH
43883,piah-oe7,,壁畫,;壁畫;,,Na
43884,piah-piN,,壁邊,;牆角;,,Nc
43885,piah-po3,,壁報,;壁報;,,Na
43886,piah-sian-seN,piah-sian-siN,壁先生,;蟑螂;,,Na
43887,piah-song3-phan3,,壁宋盼,;當凱子;,,
43888,piah-teng,,壁燈,;壁燈;,,Na
43889,piah-teng2,,壁頂,;頂;,,VC;Nf;Ng;Df
43890,piah-thau5,,壁頭,;牆角;,,Nc
43891,piah-tou2,,壁堵,;堵;牆壁;,,Na;VC;Nf
43892,piah-tu5,,壁櫥,;壁櫥;,,Na
43893,pi-ai,,悲哀,;悲哀;,,VH
43894,piak,,piak,;用少量油炸;脹裂;爆炸;,,VA
43895,piak,,逼,;逼;,,VF
43896,piak-iu5,,piak油,;煉油;,,VA
43897,piak-iu5,,爆油,;炸油;,,
43898,piak-khang,,爆空,;出紕漏;敗露;,,
43899,piak-khui,,逼開,;逼;爆裂;,,VF;VH
43900,piak-kou2,,北鼓,;小鼓;板鼓;單皮鼓;,,Na
43901,piak-kou2,,逼鼓,;羯鼓;,,Na
43902,piak-kou2,,爆鼓,;單面鼓;,,
43903,piak-lih8,,逼裂,;爆裂;,,VH
43904,piak-lih8,,爆裂,;爆裂;,,VH
43905,piak-phoa3,,piak破,;繃裂;,,
43906,piak-phoa3,,逼破,;逼;爆裂;,,VF;VH
43907,piak-phoa3,,爆破,;破裂;爆裂;,,VH
43908,piaN,,piaN,;丟;,,VC;VH
43909,pian,,pian,;扳;,,VC
43910,piaN,,piaN,;拋;,,VC
43911,pian,,pian,;攀;,,VC
43912,piaN,,抨,;抨;,,b
43913,piaN,phiaN,摒,;丟擲;,,
43914,pian,,編,;編;,,VC
43915,pian,,鞭,;鞭;鞭子;,,Na;b
43916,pian,,邊,;邊;,,Na;Nf;Dh;Nb;Ng
43917,pian2,,pian2,;騙取;,,VC
43918,piaN2,,丙,;丙;,,Ne
43919,pian2,,扁,;扁額;,,Na
43920,pian2,,匾,;扁額;匾;匾額;,,Na
43921,pian2,,貶,;貶;,,VC
43922,piaN2,,餅,;餅;餅干;,,Na
43923,pian2,,諞,;詐騙;諞;,,VD;b
43924,piaN2-aN7,,餅餡,;餅餡;,,
43925,piaN2-chhui3,,餅碎,;餅屑;,,
43926,piaN2-chou,,丙組,;丙組;,,
43927,piaN2-chou2,,丙組,;丙組;,,
43928,pian2-hiok,,扁蓄,;蒼蠅翅;,,
43929,piaN2-hu,,餅麩,;餅屑;,,
43930,piaN2-iu3,,餅幼,;餅屑;,,
43931,piaN2-iu3-a2,,餅幼仔,;餅屑;,,
43932,pian2-ke7,,貶低,;貶低;,,VJ
43933,piaN2-koaN,,餅干,;餅干;,,Na
43934,piaN2-koaN,,餅乾,;餅乾;,,Na
43935,pian2-lang5,,諞人,;騙人;,,VA
43936,piaN2-lou7,,餅路,;餅餌;,,
43937,pian2-piN3,,變變,;張羅;變花樣;變換;,,VC
43938,piaN2-sap,,餅屑,;餅屑;,,
43939,piaN2-sap,,餅霎,;餅屑;,,
43940,piaN2-sap-a2,piaN2-sut-a2,餅屑仔,;餅屑;,,
43941,pian2-sian,,pian2仙,;騙子;,,Na
43942,pian2-sian-a2,,諞仙仔,;拐子;郎中;騙子;,,Na
43943,pian2-sit,,扁食,;餛飩;,,Na
43944,pian2-sit8,,扁食,;餛飩;,,Na
43945,pian2-sit8-phoe5,pian2-sit8-phe5,扁食皮,;餛飩皮;,,
43946,pian2-sit8-taN3,,扁食擔,;擔;,,VC
43947,pian2-tat8,,貶值,;貶值;,,VH
43948,piaN2-teng2,,丙等,;丙等;,,Na
43949,pian2-thiok,,扁蓄,;三點金草;,,
43950,pian2-thiok-chhau2,,萹蓄草,;小飛揚;,,
43951,piaN2-tiam3,,餅店,;餅店;,,
43952,pian2-tit8,pian2-tat8,貶值,;貶值;,,VH
43953,piaN2-tou5,,餅途,;途;餅業;,,Na
43954,piaN3,,拚,;拼;衝;,,VA;VC;VJ
43955,piaN3,,摒,;倒;清掃;摒;傾;,,Db;VA;VC;Dh;b
43956,pian3,,遍,;遍;,,Dg;Nf
43957,pian3,,變,;變;,,VH
43958,piaN3 pun3-so3,,摒糞埽,;倒垃圾;,,
43959,pian3-ap-khi3,,變壓器,;變壓器;,,Na
43960,piaN3-be7,piaN3-boe7,摒賣,;甩賣;,,
43961,pian3-bi7,,變味,;變味;,,VH
43962,pian3-bo5-bang2,,變無魍,;一籌莫展;搞不出花樣;,,VH
43963,pian3-bo5-lian2,,變無輦,;一籌莫展;沒輒;搞不出花樣;黔驢技窮;變不出戲法;,,VH
43964,pian3-bo5-lou7,,變無路,;沒輒;變不出戲法;,,
43965,pian3-bo5-pou7,,變無步,;一籌莫展;沒輒;,,VH
43966,pian3-cheng2,,變種,;變種;,,Na
43967,pian3-chhian,,變遷,;變遷;,,VH
43968,piaN3-chhng,,摒倉,;清倉;,,VA
43969,piaN3-chhng-khou3,,摒倉庫,;清倉;,,VA
43970,piaN3--chhut-khi3,piaN3--chhut-khu3,拚出去,;衝出去;,,
43971,piaN3--chhut-khi3,piaN3--chhut-khu3,摒出去,;倒出去;,,
43972,pian3-chit,,變質,;變質;,,VH
43973,pian3-cho7,,變造,;變造;,,VC
43974,piaN3-chui2,,摒水,;摒;,,b
43975,pian3-heng5,,變形,;變形;,,VH
43976,piaN3-hiat-kak,,摒hiat掬,;丟棄;拋棄;,,VC
43977,piaN3-hng5,,摒園,;翻茬;,,
43978,pian3-ho2,,變好,;變好;,,VR
43979,pian3-hoa3,,變化,;變化;,,VH
43980,pian3-hoan3,,變幻,;變幻;,,VH
43981,piaN3-hoe3-te2,piaN3-he3-toe2,拚貨底,;出清存貨;,,
43982,piaN3-hoeh,piaN3-huih,拚血,;血崩;,,VH
43983,pian3-hong-hiong3,,變方向,;變方向;,,
43984,pian3-im,,變音,;變音;,,VH
43985,pian3-iuN7,,變樣,;變樣;,,VH
43986,piaN3-jip8,,拚入,;闖入;,,VR
43987,piaN3--jip8-lai5,,拚入來,;衝進來;,,
43988,piaN3-kak-thau5,,拚角頭,;打群架;,,VA
43989,piaN3-kau3-ui7,,拚到位,;趕到;,,VR
43990,piaN3-kau7-poh8,,拚厚薄,;一決雌雄;,,VA
43991,piaN3-ke3,,拚價,;賤價;,,
43992,piaN3-ke3-siau3,,拚價數,;競價;,,
43993,piaN3-ke3-ti3,,拚計智,;鬥智;,,VA
43994,pian3-kek,,變革,;變革;,,VA
43995,pian3-keng,,變更,;改變;更易;更換;變更;,,VC;VH
43996,piaN3-khang-khang,,piaN3空空,;掏空;,,VC
43997,pian3-khiau3,,變竅,;通權達變;,,VH
43998,pian3-khoan2,,變款,;變形;變樣;,,VH
43999,piaN3-khui3,,拚氣,;衝勁兒;,,
44000,piaN3-kin2,,拚緊,;加速;,,VC;Dh
44001,piaN3-kin2-chhia,,拚緊車,;開快車;,,VA
44002,piaN3-kin2-chhia,,蟧蜈車,;風車;,,Na
44003,pian3-kiok8,,變局,;變局;,,Na
44004,pian3-kip8,,遍及,;遍及;,,VJ
44005,pian3-koa3,,變卦,;變卦;,,VH
44006,piaN3-koan2,,拚館,;決鬥;,,VA
44007,pian3-kou3,,變故,;變故;,,Na
44008,piaN3-kou-tu3,,拚孤注,;孤注一擲;,,VA
44009,pian3--lang5,,諞人,;諞;,,b
44010,piaN3-lat8,,拚力,;死勁;猛用力;猛勁;較勁;,,VA
44011,piaN3-liau2-liau2,,摒了了,;罊盡;,,
44012,piaN3-loh8-khi3,piaN3-loh8-khu3,拚落去,;豁出去;,,VR
44013,piaN3-lou7,,拚路,;趕路;,,VA
44014,piaN3-me5-kang,piaN3-mi5-kang,拚暝工,;開夜車;,,VA
44015,piaN3-mia7,,拚命,;拚命;拼命;博命;,,VH
44016,pian3-mou5-sut8,,變魔術,;變戲法;,,VA
44017,pian3-oaN7,,變換,;變換;,,VC
44018,pian3-pa2-hi3,,變把戲,;玩把戲;變把戲;變戲法;,,VA
44019,piaN3-pak,,拚腹,;放量;,,
44020,piaN3-pang5,,拚房,;鬩牆;,,VH
44021,piaN3-pang5-keng,,摒房間,;清理房間;,,
44022,pian3-phoe,,變胚,;發育;,,VH
44023,piaN3-phou,,摒舖,;移寢;,,
44024,pian3-piN3,,變變,;變更;變易;,,Na;VC
44025,piaN3-poaN5,,拚盤,;放盤;拼生意;,,
44026,piaN3-poh,,拚博,;一博勝負;賭拼;賭運氣;,,
44027,pian3-pou7,,變步,;換手法;變通;變通的辦法;,,VA
44028,pian3-pui5,,變肥,;發胖;,,VH
44029,pian3-pun2-ka-le7,,變本加厲,;變本加厲;,,VH
44030,piaN3-sau3,,拚掃,;打掃;,,VC
44031,piaN3-sau3,,摒掃,;大掃除;打掃;掃除;清除;清掃;,,VA;VC
44032,pian3-sek,,變色,;變色;,,VH
44033,piaN3-seN3-mia7,,拚性命,;拚死;拚老命;拚命;拼老命;,,Dh;VH
44034,pian3-seng3,,變性,;變性;,,VA
44035,pian3-seng5,piN3-chiaN5,變成,;成了;變成;,,VG
44036,piaN3-seng-li2,,拚生理,;生意競爭;,,
44037,piaN3-seN-si2,piaN3-siN-si2,拚生死,;拚死拚活;拼死;殊死;一決生死;以命相博;拚死;,,Dh
44038,piaN3-si2,,拚死,;拚死;,,Dh
44039,piaN3-si3,piaN3-se3,拚勢,;上勁;努力;拚命;衝勁兒;賣力;,,VH
44040,piaN3-sia3,,拚瀉,;奔瀉;,,
44041,piaN3-siak,,拚摔,;撲跌;,,
44042,pian3-sim,,變心,;變心;,,VH
44043,pian3-sin,,遍身,;全身;遍身;滿身;,,Nc;Dg
44044,piaN3-siN3-mia7,,拚性命,;拼死;,,Dh
44045,pian3-sin-khou2,,遍身苦,;勞苦;,,VH
44046,pian3-sin-khou2,,變身苦,;金錢魚;黑星銀共;,,
44047,piaN3-sin-si2,,拚身死,;拚命;,,VH
44048,piaN3-siok8,,拚俗,;大降價;,,
44049,piaN3-siok8-hoe3,piaN3-siok8-he3,拚俗貨,;賤賣;,,VD
44050,pian3-siong3,,變相,;反常;變態;,,VH
44051,pian3-sok,,變速,;變速;,,VA
44052,pian3-sou3,,變數,;變數;,,Na
44053,pian3-sui7,,半遂,;半身不隨;,,
44054,pian3-sui7,,半,;半身不遂;,,VH
44055,piaN3-su-iaN5,,拚輸贏,;一決勝負;一決雌雄;拼;較勁;較量;,,VA;VC;VB
44056,piaN3-tai5,,拚台,;打對台;唱對台戲;,,
44057,piaN3-tan3-sak,,摒掞sak,;丟棄;,,VC
44058,piaN3-tau3,,拚鬥,;拼鬥;,,
44059,pian3-te7-gim2,pian3-toe7-gim2,遍地錦,;地錦草;,,
44060,pian3-thai3,,變態,;變態;,,VH
44061,piaN3-thau5-cheng5,,拚頭前,;爭先;,,Dh
44062,piaN3-thau5-khak,,拚頭殼,;鬥智;腦力激盪;,,VA
44063,pian3-the2,,變體,;變體;,,Na
44064,pian3-thian,,變天,;變天;,,VA
44065,pian3-thiN,,變天,;天氣轉壞;變天;,,VA
44066,pian3-thong,,變通,;變通;,,VA
44067,piaN3-tiau5,,摒牢,;起圈;,,
44068,piaN3-tin7,,拚陣,;火拼;拼場子;會戰;,,VA
44069,piaN3-tng7,,摒蕩,;掃除;,,VC
44070,piaN3-tng7,,摒盪,;打掃;清掃;,,VC
44071,pian3-tong7,,變動,;變動;,,VH
44072,piaN3-tu3,,拚注,;對決;豁出去;,,VR;VA
44073,pian3-ui5,,變為,;變為;,,VJ
44074,piaN5,,盤,;騰寫;,,
44075,piaN5-cheh,piN5-cheh,平仄,;平仄;,,Na
44076,piaN5-siaN,peN5-siaN,平聲,;平聲;,,Na
44077,pian7,,便,;便;現成;現成的;準備;,,Dd;VF;A;VC
44078,pian7,,辯,;辯;,,VE
44079,pian7-bin5,,便民,;便民;,,VH
44080,pian7-chai5,,辯才,;辯才;,,Na
44081,pian7-cheng3,,辯證,;辯證;,,VE
44082,pian7-chhai3,,便菜,;便菜;家常菜;,,Na
44083,pian7-chhai3-png7,,便菜飯,;便飯;家常便飯;家常飯;,,Na;VH
44084,pian7-chhia,,便車,;便車;,,Na
44085,pian7-chiap8,,便捷,;便捷;,,VH
